1649144363.9, 1.0, 0.0, 1.0, 0.0
1649144364.504, 1.0, 0.0, 1.0, 0.0
1649144365.108, 1.0, 0.0, 1.0, 0.01
1649144365.709, 1.0, 0.0, 1.0, 0.0
1649144366.31, 1.0, 0.0, 1.0, 0.0
1649144366.911, 1.0, 0.0, 1.0, 0.0
1649144367.512, 1.0, 0.0, 1.0, 0.0
1649144368.115, 1.0, 0.0, 1.0, 0.0
1649144368.715, 1.0, 0.0, 1.0, 0.0
1649144369.317, 1.0, 0.0, 1.0, 0.01
1649144369.919, 1.0, 0.0, 1.0, 0.0
1649144370.521, 1.0, 0.0, 1.0, 0.0
1649144371.122, 1.0, 0.0, 1.0, 0.0
1649144371.726, 1.0, 0.0, 1.0, 0.0
1649144372.326, 1.0, 0.0, 1.0, 0.0
1649144372.927, 1.0, 0.0, 1.0, 0.0
1649144373.531, 1.0, 0.0, 1.0, 0.0
1649144374.131, 1.0, 0.0, 1.0, 0.0
1649144374.733, 1.0, 0.0, 1.0, 0.0
1649144375.336, 1.0, 0.0, 1.0, 0.0
1649144375.939, 1.0, 0.0, 1.0, 0.0
1649144376.545, 1.0, 0.0, 1.0, 0.0
1649144377.153, 1.0, 0.0, 1.0, 0.0
1649144377.756, 1.0, 0.0, 1.0, 0.0
1649144378.365, 1.0, 0.0, 1.0, 0.0
1649144378.964, 1.0, 0.0, 1.0, 0.0
1649144379.567, 1.0, 0.0, 1.0, 0.0
1649144380.169, 1.0, 0.0, 1.0, 0.0
1649144380.769, 1.0, 0.0, 1.0, 0.0
1649144381.371, 1.0, 0.0, 1.0, 0.0
1649144381.972, 1.0, 0.0, 1.0, 0.0
1649144382.574, 1.0, 0.0, 1.0, 0.0
1649144383.174, 1.0, 0.0, 1.0, 0.0
1649144383.776, 1.0, 0.0, 1.0, 0.0
1649144384.262, 1.0, 0.0, 1.0, 0.0
